"","V1","Home","HomeStartingPitcher","HomeStartingPlayer_1","HomeStartingPlayer_2","HomeStartingPlayer_3","HomeStartingPlayer_4","HomeStartingPlayer_5","HomeStartingPlayer_6","HomeStartingPlayer_7","HomeStartingPlayer_8","HomeStartingPlayer_9","Visitor","VisitorStartingPitcher","VisitorStartingPlayer_1","VisitorStartingPlayer_2","VisitorStartingPlayer_3","VisitorStartingPlayer_4","VisitorStartingPlayer_5","VisitorStartingPlayer_6","VisitorStartingPlayer_7","VisitorStartingPlayer_8","VisitorStartingPlayer_9","homeWin","HomeStartingPitcher_G","HomeStartingPitcher_GD","HomeStartingPitcher_CG","HomeStartingPitcher_SHO","HomeStartingPitcher_SV","HomeStartingPitcher_IPouts","HomeStartingPitcher_H","HomeStartingPitcher_ERA","HomeStartingPitcher_BB","HomeStartingPitcher_HBP","VisitorStartingPitcher_G","VisitorStartingPitcher_GD","VisitorStartingPitcher_CG","VisitorStartingPitcher_SHO","VisitorStartingPitcher_SV","VisitorStartingPitcher_IPouts","VisitorStartingPitcher_H","VisitorStartingPitcher_ERA","VisitorStartingPitcher_BB","VisitorStartingPitcher_HBP"
"459",458,"ATL","foltymi01","markani01","inciaen01","freemfr01","flowety01","francje02","aybarer01","darnach01","castrda01","foltymi01","ARI","corbipa01","segurje01","lambja01","goldspa01","weeksri01","drurybr01","herrmch01","owingch01","corbipa01","ahmedni01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",459,"CHN","arrieja01","fowlede01","heywaja01","bryankr01","rizzoan01","zobribe01","solerjo01","russead02","federti01","arrieja01","WAS","roarkta01","reverbe01","rendoan01","harpebr03","zimmery01","murphda08","werthja01","ramoswi01","espinda01","roarkta01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",460,"CIN","lambjo02","holtty01","dejesiv02","vottojo01","phillbr01","bruceja01","duvalad01","pachejo01","cabrera01","lambjo02","MIL","guerrju02","preslal01","villajo01","braunry02","lucrojo01","cartech02","hillaa01","perezhe01","florera02","guerrju02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",461,"MIA","nicolju01","suzukic01","pradoma01","yelicch01","bourju01","ozunama01","dietrde01","realmjt01","hechaad01","nicolju01","PHI","nolaaa01","herreod01","hernace02","francma02","ruppca01","rufda01","galvifr01","goeddty01","nolaaa01","bourjpe01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",462,"SDN","cashnan01","jayjo02","myerswi01","kempma01","wallabr01","uptonbj01","ramiral03","bethach01","rosalad01","cashnan01","NYN","harvema01","grandcu01","cabreas01","confomi01","cespeyo01","dudalu01","florewi01","plaweke01","campber01","harvema01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",463,"SFN","samarje01","blancgr01","panikjo01","duffyma01","poseybu01","beltbr01","pencehu01","crawfbr01","willima08","samarje01","COL","butleed01","blackch02","storytr01","gonzaca01","arenano01","parrage01","lemahdj01","paulsbe01","garnedu01","butleed01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",464,"SLN","wachami01","carpema01","piscost01","hollima01","mossbr01","molinya01","hazelje01","diazal02","wongko01","wachami01","PIT","colege01","jasojo01","mccutan01","polangr01","martest01","freesda01","harrijo05","mercejo03","stewach01","colege01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",465,"BOS","buchhcl01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","shawtr01","holtbr01","bradlja02","vazquch01","OAK","grayso01","crispco01","lowrije01","reddijo01","daviskh01","vogtst01","valenda01","alonsyo01","phegljo01","semiema01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",466,"HOU","fiersmi01","altuvjo01","springe01","correca01","rasmuco01","gonzama01","tuckepr01","gomezca01","valbulu01","castrja01","CLE","klubeco01","santaca01","kipnija01","lindofr01","brantmi02","napolmi01","ramirjo01","gomesya01","chiselo01","davisra01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",467,"NYA","novaiv01","gardnbr01","hicksaa01","mccanbr01","teixema01","beltrca01","ackledu01","gregodi01","headlch01","torrero01","KCA","youngch03","escobal02","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","infanom01","cuthbch01","dysonja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",468,"SEA","hernafe02","aokino01","marteke01","canoro01","cruzne02","gutiefr01","seageky01","iannech01","leeda02","martile01","TBA","moorema02","forsylo01","millebr02","longoev01","dickeco01","souzast01","morrilo01","guyerbr01","kiermke01","congeha01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",469,"TEX","lewisco01","odorro01","mazarno01","beltrad01","fieldpr01","desmoia01","morelmi01","andruel01","wilsobo02","deshide02","CHA","gonzami03","eatonad02","rolliji01","abreujo02","frazito01","cabreme01","lawribr01","garciav01","avilaal01","jacksau01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",470,"CIN","straida01","cozarza01","hamilbi02","vottojo01","phillbr01","suareeu01","duvalad01","holtty01","barnhtu01","straida01","PIT","niesejo01","jasojo01","mccutan01","polangr01","martest01","cervefr01","kangju01","harrijo05","mercejo03","niesejo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",471,"COL","chatwty01","blackch02","storytr01","gonzaca01","arenano01","parrage01","reynoma01","lemahdj01","wolteto01","chatwty01","ARI","bradlar01","segurje01","drurybr01","goldspa01","lambja01","castiwe01","herrmch01","owingch01","ahmedni01","bradlar01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",472,"LAN","kazmisc01","hernaen02","kendrho01","gonzaad01","turneju01","puigya01","thomptr01","ellisaj01","culbech01","kazmisc01","NYN","matzst01","grandcu01","cabreas01","wrighda03","cespeyo01","dudalu01","lagarju01","florewi01","plaweke01","matzst01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",473,"MIA","fernajo02","dietrde01","pradoma01","yelicch01","stantmi03","bourju01","ozunama01","realmjt01","hechaad01","fernajo02","MIL","peralwi01","villajo01","preslal01","braunry02","cartech02","nieuwki01","walshco02","maldoma01","riverya01","peralwi01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",474,"SFN","peavyja01","spande01","panikjo01","duffyma01","beltbr01","pencehu01","crawfbr01","blancgr01","browntr01","peavyja01","TOR","sanchaa01","pillake01","donaljo02","bautijo02","encared01","saundmi01","tulowtr01","martiru01","goinsry01","sanchaa01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",475,"WAS","strasst01","reverbe01","rendoan01","harpebr03","zimmery01","murphda08","ramoswi01","taylomi02","espinda01","strasst01","DET","sanchan01","kinslia01","martijd02","cabremi01","casteni01","uptonju01","mccanja02","gosean01","iglesjo01","sanchan01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",476,"ANA","santihe01","escobyu01","calhoko01","troutmi01","pujolal01","navada01","croncj01","giavojo01","sotoge01","pennicl01","SLN","leakemi01","carpema01","piscost01","hollima01","grichra01","molinya01","mossbr01","gyorkje01","hazelje01","diazal02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",477,"BOS","osullse01","bettsmo01","pedrodu01","bogaexa01","ramirha01","youngch04","rutlejo01","shawtr01","hanigry01","bradlja02","OAK","manaese01","crispco01","burnsbi02","reddijo01","daviskh01","vogtst01","butlebi03","alonsyo01","semiema01","coghlch01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",478,"HOU","devench02","altuvjo01","springe01","correca01","rasmuco01","tuckepr01","whitety01","gomezca01","valbulu01","kratzer01","CLE","bauertr01","davisra01","kipnija01","lindofr01","napolmi01","santaca01","ramirjo01","uribeju01","chiselo01","gimench01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",479,"MIN","berrijo01","mauerjo01","nunezed02","doziebr01","plouftr01","sanomi01","parkby01","arciaos01","suzukku01","santada01","BAL","gausmke01","rickajo01","machama01","jonesad01","davisch02","trumbma01","wietema01","alvarpe01","schoojo01","flahery01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",480,"NYA","tanakma01","gardnbr01","castrst01","mccanbr01","beltrca01","ackledu01","hicksaa01","gregodi01","headlch01","gamelbe01","KCA","medlekr01","escobal02","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","infanom01","cuthbch01","dysonja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",481,"SEA","mileywa01","marteke01","gutiefr01","canoro01","cruzne02","iannech01","seageky01","leeda02","sardilu01","martile01","TBA","smylydr01","guyerbr01","millebr02","longoev01","pearcst01","souzast01","jennide01","beckhti01","kiermke01","casalcu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",482,"TEX","hollade01","deshide02","odorro01","beltrad01","desmoia01","fieldpr01","ruary01","andruel01","holadbr01","stubbdr01","CHA","rodonca01","eatonad02","rolliji01","abreujo02","frazito01","cabreme01","lawribr01","garciav01","navardi01","jacksau01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",483,"ATL","wislema01","markani01","inciaen01","freemfr01","flowety01","francje02","beckhgo01","darnach01","aybarer01","wislema01","PHI","morgaad01","herreod01","hernace02","francma02","howarry01","ruizca01","galvifr01","goeddty01","morgaad01","bourjpe01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",484,"CHN","lestejo01","fowlede01","heywaja01","bryankr01","rizzoan01","zobribe01","baezja01","russead02","rossda01","lestejo01","SDN","vargace01","jayjo02","myerswi01","kempma01","norride01","uptonbj01","wallabr01","pireljo01","ramiral03","vargace01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",485,"COL","rusinch01","blackch02","storytr01","gonzaca01","arenano01","parrage01","lemahdj01","paulsbe01","wolteto01","rusinch01","ARI","delarru01","segurje01","drurybr01","goldspa01","castiwe01","lambja01","tomasya01","owingch01","ahmedni01","delarru01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",486,"LAN","woodal02","utleych01","seageco01","turneju01","gonzaad01","grandya01","pederjo01","puigya01","crawfca02","woodal02","NYN","degroja01","lagarju01","cabreas01","wrighda03","cespeyo01","florewi01","confomi01","plaweke01","campber01","degroja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",487,"MIA","conlead01","dietrde01","pradoma01","yelicch01","stantmi03","bourju01","ozunama01","realmjt01","hechaad01","conlead01","MIL","davieza01","villajo01","perezhe01","braunry02","lucrojo01","cartech02","hillaa01","preslal01","florera02","davieza01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",488,"SFN","cainma01","spande01","panikjo01","poseybu01","pencehu01","beltbr01","duffyma01","parkeja03","tomlike01","cainma01","TOR","happja01","pillake01","donaljo02","bautijo02","encared01","saundmi01","tulowtr01","martiru01","goinsry01","happja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",489,"WAS","rossjo01","reverbe01","rendoan01","harpebr03","zimmery01","murphda08","werthja01","ramoswi01","espinda01","rossjo01","DET","fulmemi01","kinslia01","martijd02","martivi01","casteni01","uptonju01","mccanja02","gosean01","rominan01","fulmemi01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",490,"ANA","shoemma01","escobyu01","calhoko01","troutmi01","pujolal01","croncj01","sotoge01","giavojo01","robinsh01","ryanbr01","SLN","garcija02","carpema01","piscost01","hollima01","mossbr01","molinya01","adamsma01","grichra01","wongko01","diazal02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",491,"BOS","porceri01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","youngch04","shawtr01","vazquch01","bradlja02","OAK","surkaer01","crispco01","burnsbi02","reddijo01","daviskh01","vogtst01","butlebi03","alonsyo01","semiema01","coghlch01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",492,"HOU","fistedo01","altuvjo01","springe01","correca01","rasmuco01","gonzama01","valbulu01","gomezca01","stassma01","marisja01","CLE","salazda01","davisra01","kipnija01","lindofr01","napolmi01","santaca01","byrdma01","gomesya01","chiselo01","uribeju01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",493,"MIN","hugheph01","mauerjo01","nunezed02","doziebr01","plouftr01","sanomi01","parkby01","rosared01","centeju01","santada01","BAL","wilsoty01","rickajo01","machama01","jonesad01","davisch02","trumbma01","reimono01","schoojo01","flahery01","josepca01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",494,"NYA","pinedmi01","gardnbr01","castrst01","mccanbr01","beltrca01","ackledu01","hicksaa01","gregodi01","headlch01","gamelbe01","KCA","ventuyo01","escobal02","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","cuthbch01","colonch01","dysonja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",495,"SEA","walketa01","aokino01","marteke01","canoro01","cruzne02","seageky01","smithse01","lindad01","iannech01","martile01","TBA","archech01","guyerbr01","millebr02","longoev01","dickeco01","souzast01","morrilo01","pearcst01","kiermke01","casalcu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",496,"TEX","hamelco01","odorro01","desmoia01","mazarno01","beltrad01","fieldpr01","morelmi01","andruel01","ruary01","wilsobo02","CHA","latosma01","eatonad02","jacksau01","abreujo02","frazito01","cabreme01","lawribr01","garciav01","navardi01","saladty01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",497,"ATL","perezwi01","markani01","inciaen01","freemfr01","johnske05","pierzaj01","beckhgo01","aybarer01","perezwi01","smithma05","PHI","eickhje01","herreod01","hernace02","francma02","howarry01","ruppca01","galvifr01","goeddty01","eickhje01","bourjpe01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",498,"CHN","hendrky01","zobribe01","heywaja01","bryankr01","rizzoan01","solerjo01","baezja01","russead02","federti01","hendrky01","SDN","reaco01","jankotr01","myerswi01","kempma01","wallabr01","norride01","dickeal01","pireljo01","rosalad01","reaco01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",499,"CHN","lackejo01","fowlede01","heywaja01","bryankr01","rizzoan01","solerjo01","baezja01","lasteto01","rossda01","lackejo01","SDN","pomerdr01","jayjo02","myerswi01","kempma01","uptonbj01","ramiral03","bethach01","pireljo01","rosalad01","pomerdr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",500,"CIN","simonal01","cozarza01","hamilbi02","phillbr01","bruceja01","suareeu01","duvalad01","pachejo01","barnhtu01","simonal01","PIT","nicasju01","freesda01","mccutan01","polangr01","martest01","cervefr01","kangju01","rodrise01","mercejo03","nicasju01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",501,"COL","bettich01","blackch02","storytr01","arenano01","reynoma01","raburry01","lemahdj01","parrage01","garnedu01","bettich01","ARI","rayro02","segurje01","drurybr01","goldspa01","lambja01","tomasya01","gosseph01","herrmch01","owingch01","rayro02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",502,"LAN","maedake01","utleych01","seageco01","kendrho01","gonzaad01","grandya01","pederjo01","puigya01","crawfca02","maedake01","NYN","syndeno01","grandcu01","cabreas01","confomi01","cespeyo01","dudalu01","walkene01","campber01","riverre01","syndeno01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",503,"MIA","chenwe02","dietrde01","pradoma01","yelicch01","stantmi03","bourju01","ozunama01","hechaad01","mathije01","chenwe02","MIL","anderch01","santado01","villajo01","braunry02","lucrojo01","cartech02","hillaa01","perezhe01","preslal01","anderch01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",504,"SFN","bumgama01","spande01","panikjo01","duffyma01","poseybu01","pencehu01","crawfbr01","gillaco01","blancgr01","bumgama01","TOR","stromma01","pillake01","donaljo02","bautijo02","encared01","tulowtr01","martiru01","barneda01","carreez01","stromma01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",505,"WAS","scherma01","reverbe01","rendoan01","harpebr03","murphda08","zimmery01","werthja01","ramoswi01","espinda01","scherma01","DET","zimmejo02","kinslia01","martijd02","cabremi01","martivi01","uptonju01","mccanja02","gosean01","iglesjo01","zimmejo02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",506,"ANA","weaveje02","escobyu01","calhoko01","troutmi01","pujolal01","navada01","croncj01","giavojo01","perezca02","pennicl01","SLN","wainwad01","carpema01","piscost01","hollima01","adamsma01","molinya01","hazelje01","grichra01","wongko01","diazal02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",507,"BAL","jimenub01","rickajo01","machama01","jonesad01","davisch02","trumbma01","alvarpe01","schoojo01","flahery01","josepca01","DET","pelfrmi01","kinslia01","martijd02","cabremi01","martivi01","casteni01","uptonju01","moyast01","saltaja01","iglesjo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",508,"BOS","priceda01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","youngch04","shawtr01","vazquch01","bradlja02","HOU","keuchda01","altuvjo01","springe01","correca01","whitety01","gonzama01","gomezca01","valbulu01","kratzer01","marisja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",509,"NYA","eovalna01","gardnbr01","castrst01","teixema01","mccanbr01","beltrca01","hicksaa01","gregodi01","headlch01","rominau01","KCA","kenneia01","escobal02","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","cuthbch01","colonch01","dysonja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",510,"ARI","greinza01","segurje01","drurybr01","goldspa01","lambja01","castiwe01","tomasya01","owingch01","greinza01","ahmedni01","SFN","cuetojo01","spande01","panikjo01","duffyma01","poseybu01","beltbr01","pencehu01","crawfbr01","blancgr01","cuetojo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",511,"ATL","blairaa01","markani01","inciaen01","freemfr01","johnske05","pierzaj01","beckhgo01","aybarer01","blairaa01","smithma05","PHI","velasvi01","herreod01","blancan01","francma02","howarry01","galvifr01","ruppca01","loughda01","velasvi01","bourjpe01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",512,"LAN","kershcl01","utleych01","seageco01","turneju01","gonzaad01","grandya01","pederjo01","puigya01","hernaen02","kershcl01","NYN","colonba01","grandcu01","cabreas01","wrighda03","cespeyo01","walkene01","lagarju01","plaweke01","campber01","colonba01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",513,"MIL","nelsoji02","santado01","gennesc01","braunry02","lucrojo01","cartech02","nieuwki01","hillaa01","nelsoji02","villajo01","SDN","shielja02","jayjo02","myerswi01","kempma01","wallabr01","uptonbj01","norride01","ramiral03","pireljo01","shielja02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",514,"BAL","tillmch01","rickajo01","machama01","jonesad01","davisch02","trumbma01","wietema01","alvarpe01","schoojo01","flahery01","DET","verlaju01","kinslia01","martijd02","cabremi01","martivi01","casteni01","uptonju01","moyast01","mccanja02","iglesjo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",515,"BOS","wrighst01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","shawtr01","holtbr01","hanigry01","bradlja02","HOU","mcculla02","altuvjo01","springe01","correca01","rasmuco01","gonzama01","valbulu01","gomezca01","castrja01","marisja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",516,"CLE","tomlijo01","santaca01","kipnija01","lindofr01","napolmi01","ramirjo01","byrdma01","gomesya01","uribeju01","davisra01","MIN","nolasri01","mauerjo01","nunezed02","sanomi01","plouftr01","parkby01","doziebr01","arciaos01","suzukku01","santada01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",517,"KCA","volqued01","escobal02","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","cuthbch01","infanom01","orlanpa01","ATL","teherju01","markani01","inciaen01","freemfr01","flowety01","johnske05","francje02","beckhgo01","smithma05","aybarer01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",518,"NYA","severlu01","hicksaa01","castrst01","beltrca01","teixema01","headlch01","sanchga02","gardnbr01","rominau01","torrero01","CHA","salech01","eatonad02","rolliji01","abreujo02","frazito01","cabreme01","lawribr01","garciav01","avilaal01","jacksau01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",519,"SEA","karnsna01","aokino01","marteke01","canoro01","cruzne02","seageky01","smithse01","lindad01","iannech01","martile01","ANA","tropeni01","calhoko01","troutmi01","pujolal01","navada01","croncj01","sotoge01","giavojo01","marteje01","ryanbr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",520,"TBA","odorija01","guyerbr01","jennide01","longoev01","pearcst01","souzast01","millebr02","beckhti01","kiermke01","casalcu01","OAK","hillri01","crispco01","burnsbi02","reddijo01","daviskh01","vogtst01","valenda01","coghlch01","alonsyo01","semiema01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",521,"TEX","perezma02","odorro01","desmoia01","mazarno01","beltrad01","fieldpr01","morelmi01","andruel01","ruary01","wilsobo02","TOR","dickera01","pillake01","donaljo02","bautijo02","encared01","smoakju01","tulowtr01","saundmi01","barneda01","tholejo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",522,"ARI","millesh01","segurje01","drurybr01","goldspa01","lambja01","castiwe01","tomasya01","owingch01","ahmedni01","millesh01","SFN","samarje01","spande01","panikjo01","duffyma01","poseybu01","beltbr01","pencehu01","crawfbr01","samarje01","paganan01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",523,"CHN","hammeja01","fowlede01","heywaja01","bryankr01","rizzoan01","zobribe01","solerjo01","russead02","rossda01","hammeja01","PIT","liriafr01","jasojo01","mccutan01","polangr01","martest01","cervefr01","kangju01","harrijo05","mercejo03","liriafr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",524,"COL","grayjo02","blackch02","storytr01","gonzaca01","arenano01","parrage01","reynoma01","lemahdj01","wolteto01","grayjo02","NYN","harvema01","grandcu01","wrighda03","confomi01","cespeyo01","dudalu01","walkene01","cabreas01","plaweke01","harvema01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",525,"LAN","stripro01","kendrho01","seageco01","turneju01","gonzaad01","puigya01","pederjo01","thomptr01","ellisaj01","stripro01","SLN","wachami01","carpema01","piscost01","hollima01","adamsma01","molinya01","grichra01","wongko01","diazal02","wachami01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",526,"MIL","guerrju02","santado01","villajo01","braunry02","lucrojo01","cartech02","hillaa01","perezhe01","florera02","guerrju02","SDN","friedch01","jayjo02","ramiral03","kempma01","wallabr01","uptonbj01","bethach01","pireljo01","rosalad01","friedch01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",527,"PHI","hellije01","herreod01","hernace02","francma02","ruizca01","galvifr01","josepto01","goeddty01","hellije01","bourjpe01","CIN","finnebr01","cozarza01","suareeu01","vottojo01","phillbr01","bruceja01","duvalad01","holtty01","barnhtu01","finnebr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
