"","V1","Home","HomeStartingPitcher","HomeStartingPlayer_1","HomeStartingPlayer_2","HomeStartingPlayer_3","HomeStartingPlayer_4","HomeStartingPlayer_5","HomeStartingPlayer_6","HomeStartingPlayer_7","HomeStartingPlayer_8","HomeStartingPlayer_9","Visitor","VisitorStartingPitcher","VisitorStartingPlayer_1","VisitorStartingPlayer_2","VisitorStartingPlayer_3","VisitorStartingPlayer_4","VisitorStartingPlayer_5","VisitorStartingPlayer_6","VisitorStartingPlayer_7","VisitorStartingPlayer_8","VisitorStartingPlayer_9","homeWin","HomeStartingPitcher_G","HomeStartingPitcher_GD","HomeStartingPitcher_CG","HomeStartingPitcher_SHO","HomeStartingPitcher_SV","HomeStartingPitcher_IPouts","HomeStartingPitcher_H","HomeStartingPitcher_ERA","HomeStartingPitcher_BB","HomeStartingPitcher_HBP","VisitorStartingPitcher_G","VisitorStartingPitcher_GD","VisitorStartingPitcher_CG","VisitorStartingPitcher_SHO","VisitorStartingPitcher_SV","VisitorStartingPitcher_IPouts","VisitorStartingPitcher_H","VisitorStartingPitcher_ERA","VisitorStartingPitcher_BB","VisitorStartingPitcher_HBP"
"1873",1872,"MIL","anderch01","villajo01","gennesc01","braunry02","perezhe01","cartech02","nieuwki01","broxtke01","maldoma01","anderch01","COL","grayjo02","blackch02","dahlda01","arenano01","gonzaca01","raburry01","descada01","hundlni01","adamecr01","grayjo02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874",1873,"PIT","novaiv01","fraziad01","joycema01","mccutan01","polangr01","freesda01","belljo02","cervefr01","mercejo03","novaiv01","HOU","musgrjo01","springe01","bregmal01","altuvjo01","correca01","reedaj01","gonzama01","hernate01","castrja01","musgrjo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875",1874,"SDN","friedch01","jankotr01","myerswi01","solarya01","dickeal01","schimry01","bethach01","kivlepa01","sardilu01","friedch01","CHN","arrieja01","fowlede01","bryankr01","rizzoan01","zobribe01","russead02","heywaja01","baezja01","contrwi01","arrieja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876",1875,"SLN","garcija02","phamth01","piscost01","carpema01","mossbr01","molinya01","peraljh01","gyorkje01","grichra01","garcija02","NYN","niesejo01","reyesjo01","cabreas01","cespeyo01","florewi01","bruceja01","rivertj01","ruggiju01","darnatr01","niesejo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877",1876,"CHA","shielja02","eatonad02","anderti01","cabreme01","abreujo02","morneju01","frazito01","garciav01","navardi01","saladty01","PHI","eickhje01","hernace02","herreod01","francma02","howarry01","ruppca01","josepto01","altheaa01","galvifr01","bourjpe01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878",1877,"MIN","duffety01","doziebr01","grossro01","sanomi01","plouftr01","polanjo01","escobed01","keplema01","suzukku01","rosared01","DET","boydma01","maybica01","aybarer01","cabremi01","martivi01","martijd02","uptonju01","mcgehca01","saltaja01","rominan01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879",1878,"OAK","graveke01","smolija01","valenda01","vogtst01","daviskh01","alonsyo01","healyry01","eibnebr01","muncyma01","pindech01","CLE","bauertr01","santaca01","kipnija01","ramirjo01","napolmi01","chiselo01","guyerbr01","naquity01","perezro02","martimi02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",1879,"SEA","iwakuhi01","aokino01","smithse01","canoro01","cruzne02","lindad01","martile01","omallsh01","iannech01","marteke01","NYA","tanakma01","gardnbr01","gregodi01","sanchga02","teixema01","castrst01","judgeaa01","hicksaa01","austity01","torrero01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881",1880,"TBA","andrima01","forsylo01","kiermke01","longoev01","millebr02","duffyma01","morrilo01","souzast01","dickeco01","wilsobo02","BOS","porceri01","pedrodu01","bogaexa01","ortizda01","bettsmo01","bradlja02","leonsa01","holtbr01","shawtr01","beninan01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882",1881,"TOR","estrama01","barneda01","donaljo02","encared01","martiru01","tulowtr01","saundmi01","pillake01","uptonbj01","carreez01","ANA","shoemma01","calhoko01","troutmi01","pujolal01","croncj01","simmoan01","bussni01","bandyje01","cowarka01","pennicl01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883",1882,"ARI","greinza01","segurje01","bournmi01","goldspa01","castiwe01","lambja01","owingch01","hanigmi01","drurybr01","greinza01","ATL","teherju01","inciaen01","garciad01","freemfr01","kempma01","markani01","flowety01","peterja01","darnach01","teherju01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884",1883,"CIN","adlemti01","hamilbi02","perazjo01","vottojo01","duvalad01","phillbr01","schebsc01","suareeu01","cabrera01","adlemti01","TEX","darviyu01","desmoia01","beltrca01","beltrad01","odorro01","lucrojo01","morelmi01","mazarno01","andruel01","darviyu01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885",1884,"LAN","hillri01","utleych01","seageco01","turneju01","gonzaad01","grandya01","reddijo01","pederjo01","kendrho01","hillri01","SFN","cuetojo01","nunezed02","paganan01","poseybu01","pencehu01","crawfbr01","hernago01","beltbr01","adriaeh01","cuetojo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886",1885,"MIA","fernajo02","gordode01","pradoma01","yelicch01","ozunama01","realmjt01","suzukic01","scrugxa01","rojasmi02","fernajo02","KCA","geedi01","orlanpa01","colonch01","cainlo01","hosmeer01","perezsa02","gordoal01","escobal02","mondera02","geedi01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887",1886,"MIL","davieza01","villajo01","broxtke01","braunry02","perezhe01","cartech02","santado01","arciaor01","maldoma01","davieza01","COL","anderty01","blackch02","dahlda01","arenano01","gonzaca01","parrage01","descada01","wolteto01","adamecr01","anderty01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888",1887,"PIT","colege01","harrijo05","joycema01","martest01","polangr01","belljo02","cervefr01","rodrise01","mercejo03","colege01","HOU","mchugco01","springe01","bregmal01","altuvjo01","correca01","gattiev01","gonzama01","reedaj01","hernate01","mchugco01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889",1888,"SDN","clemepa02","jankotr01","myerswi01","solarya01","dickeal01","schimry01","wallabr01","norride01","sardilu01","clemepa02","CHN","hendrky01","fowlede01","bryankr01","zobribe01","solerjo01","russead02","heywaja01","baezja01","contrwi01","hendrky01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890",1889,"SLN","martica04","carpema01","gyorkje01","mossbr01","piscost01","molinya01","peraljh01","grichra01","garcigr01","martica04","NYN","degroja01","reyesjo01","grandcu01","cespeyo01","bruceja01","loneyja01","cabreas01","johnske05","darnatr01","degroja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891",1890,"WAS","roarkta01","turnetr01","werthja01","murphda08","harpebr03","rendoan01","ramoswi01","zimmery01","espinda01","roarkta01","BAL","mileywa01","jonesad01","kimhy01","machama01","davisch02","trumbma01","schoojo01","wietema01","hardyjj01","mileywa01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892",1891,"CHA","ranauan01","eatonad02","anderti01","abreujo02","frazito01","garciav01","morneju01","navardi01","shuckja01","saladty01","SEA","paxtoja01","aokino01","smithse01","canoro01","cruzne02","lindad01","zuninmi01","martile01","omallsh01","marteke01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893",1892,"MIN","berrijo01","doziebr01","polanjo01","grossro01","plouftr01","sanomi01","keplema01","escobed01","centeju01","santada01","DET","norrida01","kinslia01","collity01","cabremi01","martivi01","martijd02","uptonju01","mcgehca01","mccanja02","rominan01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894",1893,"TBA","odorija01","forsylo01","kiermke01","longoev01","millebr02","duffyma01","dickeco01","souzast01","mahtomi01","mailelu01","BOS","pomerdr01","pedrodu01","bogaexa01","bettsmo01","ramirha01","bradlja02","youngch04","hillaa01","shawtr01","holadbr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895",1894,"TEX","hamelco01","mazarno01","desmoia01","beltrca01","beltrad01","odorro01","lucrojo01","morelmi01","gomezca01","andruel01","CLE","tomlijo01","davisra01","kipnija01","lindofr01","napolmi01","santaca01","ramirjo01","guyerbr01","chiselo01","perezro02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896",1895,"TOR","happja01","bautijo02","donaljo02","encared01","martiru01","tulowtr01","pillake01","uptonbj01","carreez01","barneda01","ANA","weaveje02","calhoko01","troutmi01","pujolal01","croncj01","simmoan01","bandyje01","bussni01","cowarka01","petitgr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897",1896,"ARI","rayro02","segurje01","bournmi01","goldspa01","lambja01","hanigmi01","owingch01","drurybr01","gosewtu01","rayro02","ATL","wislema01","inciaen01","garciad01","freemfr01","kempma01","markani01","reckean01","swansda01","beckhgo01","wislema01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",1897,"LAN","stripro01","hernaen02","kendrho01","seageco01","turneju01","gonzaad01","grandya01","segedro01","culbech01","stripro01","SFN","moorema02","spande01","paganan01","poseybu01","pencehu01","crawfbr01","nunezed02","beltbr01","panikjo01","moorema02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899",1898,"MIA","koehlto01","gordode01","pradoma01","yelicch01","ozunama01","realmjt01","suzukic01","scrugxa01","hechaad01","koehlto01","KCA","volqued01","dysonja01","cuthbch01","cainlo01","hosmeer01","perezsa02","gordoal01","escobal02","mondera02","volqued01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900",1899,"MIL","peralwi01","villajo01","gennesc01","braunry02","perezhe01","cartech02","nieuwki01","arciaor01","pinama01","peralwi01","PIT","kuhlch01","harrijo05","martest01","mccutan01","polangr01","freesda01","belljo02","cervefr01","mercejo03","kuhlch01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901",1900,"SLN","wainwad01","carpema01","gyorkje01","mossbr01","piscost01","molinya01","peraljh01","grichra01","garcigr01","wainwad01","NYN","lugose01","reyesjo01","cabreas01","cespeyo01","loneyja01","grandcu01","florewi01","deazaal01","riverre01","lugose01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902",1901,"WAS","scherma01","turnetr01","werthja01","murphda08","harpebr03","rendoan01","zimmery01","espinda01","lobatjo01","scherma01","BAL","jimenub01","jonesad01","pearcst01","machama01","davisch02","trumbma01","schoojo01","wietema01","hardyjj01","jimenub01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",1902,"BOS","wrighst01","pedrodu01","bogaexa01","ortizda01","bettsmo01","ramirha01","leonsa01","bradlja02","shawtr01","holtbr01","KCA","kenneia01","dysonja01","cuthbch01","cainlo01","hosmeer01","moralke01","gordoal01","escobal02","buterdr01","mondera02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904",1903,"CHA","salech01","eatonad02","anderti01","abreujo02","morneju01","frazito01","narvaom01","garciav01","shuckja01","saladty01","SEA","hernafe02","martile01","heredgu01","canoro01","cruzne02","zuninmi01","gutiefr01","lindad01","omallsh01","marteke01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905",1904,"DET","verlaju01","kinslia01","maybica01","cabremi01","martivi01","martijd02","uptonju01","mcgehca01","mccanja02","aybarer01","ANA","nolasri01","calhoko01","troutmi01","pujolal01","croncj01","simmoan01","bussni01","bandyje01","cowarka01","pennicl01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1906",1905,"HOU","fiersmi01","springe01","bregmal01","altuvjo01","correca01","gattiev01","gourryu01","gonzama01","hernate01","marisja01","TBA","smylydr01","forsylo01","kiermke01","longoev01","millebr02","duffyma01","morrilo01","mahtomi01","dickeco01","wilsobo02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907",1906,"NYA","cessalu01","gardnbr01","ellsbja01","sanchga02","teixema01","gregodi01","castrst01","headlch01","judgeaa01","torrero01","BAL","gallayo01","jonesad01","kimhy01","machama01","davisch02","trumbma01","schoojo01","alvarpe01","hardyjj01","penafr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908",1907,"TEX","perezma02","mazarno01","desmoia01","beltrca01","beltrad01","odorro01","lucrojo01","morelmi01","gomezca01","andruel01","CLE","klubeco01","davisra01","kipnija01","lindofr01","napolmi01","santaca01","ramirjo01","guyerbr01","almonab01","perezro02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909",1908,"TOR","liriafr01","bautijo02","donaljo02","encared01","martiru01","tulowtr01","uptonbj01","barneda01","smoakju01","carreez01","MIN","deanpa02","doziebr01","grossro01","plouftr01","sanomi01","keplema01","polanjo01","escobed01","suzukku01","rosared01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910",1909,"ARI","shiplbr01","segurje01","polloaj01","goldspa01","castiwe01","weeksri01","tomasya01","drurybr01","owingch01","shiplbr01","CIN","finnebr01","hamilbi02","perazjo01","vottojo01","duvalad01","phillbr01","schebsc01","suareeu01","cabrera01","finnebr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911",1910,"LAN","norribu01","kendrho01","seageco01","turneju01","gonzaad01","hernaen02","ruizca01","reddijo01","utleych01","norribu01","CHN","montgmi01","fowlede01","bryankr01","rizzoan01","zobribe01","russead02","heywaja01","solerjo01","montemi01","montgmi01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912",1911,"MIA","phelpda01","realmjt01","pradoma01","yelicch01","ozunama01","scrugxa01","francje02","andinro01","hechaad01","phelpda01","SDN","cosarja01","jankotr01","myerswi01","solarya01","dickeal01","schimry01","bethach01","kivlepa01","sardilu01","cosarja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913",1912,"MIL","garzama01","villajo01","gennesc01","braunry02","cartech02","nieuwki01","broxtke01","arciaor01","maldoma01","garzama01","PIT","vogelry01","harrijo05","belljo02","mccutan01","polangr01","martest01","freesda01","cervefr01","mercejo03","vogelry01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914",1913,"NYN","colonba01","reyesjo01","cabreas01","cespeyo01","walkene01","florewi01","bruceja01","ruggiju01","darnatr01","colonba01","PHI","morgaad01","hernace02","altheaa01","francma02","howarry01","ruppca01","herreod01","galvifr01","bourjpe01","morgaad01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915",1914,"SFN","samarje01","spande01","paganan01","poseybu01","crawfbr01","beltbr01","panikjo01","gillaco01","hernago01","samarje01","ATL","delacjo01","inciaen01","garciad01","freemfr01","kempma01","markani01","flowety01","peterja01","swansda01","delacjo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916",1915,"SLN","weavelu01","carpema01","gyorkje01","mossbr01","piscost01","molinya01","peraljh01","grichra01","phamth01","weavelu01","OAK","detwiro01","crispco01","valenda01","vogtst01","daviskh01","alonsyo01","healyry01","semiema01","muncyma01","detwiro01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917",1916,"WAS","gonzagi01","turnetr01","werthja01","murphda08","harpebr03","rendoan01","zimmery01","espinda01","lobatjo01","gonzagi01","COL","hoffmje02","blackch02","cardust01","arenano01","gonzaca01","raburry01","hundlni01","descada01","adamecr01","hoffmje02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918",1917,"BOS","priceda01","pedrodu01","bogaexa01","ortizda01","bettsmo01","ramirha01","leonsa01","youngch04","hillaa01","bradlja02","KCA","duffyda01","orlanpa01","cuthbch01","cainlo01","hosmeer01","moralke01","perezsa02","gordoal01","escobal02","colonch01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919",1918,"CHA","quintjo01","eatonad02","anderti01","cabreme01","abreujo02","frazito01","morneju01","garciav01","avilaal01","saladty01","SEA","miranar01","martile01","heredgu01","canoro01","cruzne02","seageky01","gutiefr01","leeda02","iannech01","marteke01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920",1919,"DET","fulmemi01","kinslia01","maybica01","cabremi01","martivi01","martijd02","uptonju01","mcgehca01","mccanja02","iglesjo01","ANA","oberhbr01","calhoko01","troutmi01","pujolal01","croncj01","simmoan01","marteje01","bussni01","perezca02","cowarka01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921",1920,"HOU","keuchda01","springe01","bregmal01","altuvjo01","correca01","gattiev01","gourryu01","gonzama01","hernate01","marisja01","TBA","snellbl01","forsylo01","kiermke01","longoev01","duffyma01","beckhti01","mahtomi01","souzast01","dickeco01","wilsobo02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",1921,"NYA","greench03","gardnbr01","ellsbja01","sanchga02","teixema01","gregodi01","castrst01","mccanbr01","hicksaa01","torrero01","BAL","bundydy01","machama01","kimhy01","trumbma01","davisch02","schoojo01","alvarpe01","wietema01","hardyjj01","borboju01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923",1922,"TEX","griffaj01","mazarno01","desmoia01","beltrca01","beltrad01","odorro01","gomezca01","morelmi01","andruel01","chiriro01","CLE","carraca01","santaca01","kipnija01","lindofr01","napolmi01","ramirjo01","chiselo01","almonab01","naquity01","perezro02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924",1923,"TOR","stromma01","bautijo02","donaljo02","encared01","tulowtr01","saundmi01","pillake01","uptonbj01","travide01","tholejo01","MIN","santaer01","doziebr01","mauerjo01","keplema01","plouftr01","rosared01","sanomi01","escobed01","centeju01","santada01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925",1924,"ARI","godleza01","segurje01","bournmi01","polloaj01","goldspa01","lambja01","tomasya01","owingch01","gosewtu01","godleza01","CIN","desclan01","hamilbi02","cozarza01","vottojo01","duvalad01","phillbr01","schebsc01","suareeu01","cabrera01","desclan01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926",1925,"LAN","uriasju01","utleych01","seageco01","turneju01","gonzaad01","grandya01","reddijo01","pederjo01","tolesan01","uriasju01","CHN","hammeja01","fowlede01","bryankr01","rizzoan01","zobribe01","russead02","solerjo01","contrwi01","baezja01","hammeja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927",1926,"MIA","urenajo01","andinro01","pradoma01","yelicch01","ozunama01","francje02","johnsch05","mathije01","hechaad01","urenajo01","SDN","richacl01","jankotr01","myerswi01","solarya01","dickeal01","schimry01","arciaos01","norride01","sardilu01","richacl01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928",1927,"MIL","nelsoji02","broxtke01","gennesc01","braunry02","perezhe01","cartech02","santado01","arciaor01","maldoma01","nelsoji02","PIT","taillja01","harrijo05","belljo02","mccutan01","joycema01","martest01","fraziad01","mercejo03","fryerer01","taillja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929",1928,"NYN","syndeno01","reyesjo01","cabreas01","cespeyo01","walkene01","loneyja01","deazaal01","grandcu01","riverre01","syndeno01","PHI","hellije01","hernace02","herreod01","altheaa01","francma02","howarry01","ruppca01","paredji01","galvifr01","hellije01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930",1929,"SFN","suareal01","spande01","paganan01","panikjo01","crawfbr01","gillaco01","nunezed02","browntr01","hernago01","suareal01","ATL","foltymi01","inciaen01","garciad01","freemfr01","kempma01","markani01","flowety01","peterja01","swansda01","foltymi01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931",1930,"SLN","reyesal02","garcigr01","gyorkje01","mossbr01","piscost01","molinya01","peraljh01","grichra01","hazelje01","reyesal02","OAK","nealza01","smolija01","semiema01","alonsyo01","daviskh01","healyry01","muncyma01","eibnebr01","maxwebr01","nealza01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932",1931,"WAS","coleaj01","turnetr01","werthja01","murphda08","harpebr03","rendoan01","ramoswi01","zimmery01","espinda01","coleaj01","COL","delarjo01","blackch02","lemahdj01","gonzaca01","arenano01","dahlda01","parrage01","hundlni01","descada01","delarjo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933",1932,"BOS","rodried05","holtbr01","bogaexa01","ortizda01","bettsmo01","ramirha01","shawtr01","youngch04","leonsa01","bradlja02","KCA","ventuyo01","orlanpa01","cuthbch01","cainlo01","hosmeer01","moralke01","perezsa02","gordoal01","escobal02","mondera02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",1933,"CHA","rodonca01","eatonad02","anderti01","cabreme01","abreujo02","morneju01","frazito01","garciav01","narvaom01","saladty01","SEA","walketa01","martile01","heredgu01","canoro01","cruzne02","seageky01","gutiefr01","zuninmi01","leeda02","marteke01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935",1934,"DET","sanchan01","kinslia01","maybica01","cabremi01","martivi01","martijd02","uptonju01","mcgehca01","mccanja02","iglesjo01","ANA","skaggty01","calhoko01","troutmi01","pujolal01","croncj01","simmoan01","marteje01","bussni01","bandyje01","cowarka01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936",1935,"HOU","fistedo01","springe01","bregmal01","altuvjo01","correca01","gourryu01","gonzama01","reedaj01","castrja01","marisja01","TBA","archech01","dickeco01","kiermke01","longoev01","millebr02","duffyma01","frankni01","souzast01","beckhti01","mailelu01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937",1936,"NYA","sabatcc01","gardnbr01","hicksaa01","sanchga02","teixema01","gregodi01","castrst01","mccanbr01","judgeaa01","torrero01","BAL","gausmke01","pearcst01","hardyjj01","machama01","trumbma01","davisch02","schoojo01","wietema01","reimono01","kimhy01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938",1937,"TEX","hollade01","mazarno01","desmoia01","profaju01","beltrad01","odorro01","lucrojo01","morelmi01","gomezca01","andruel01","CLE","salazda01","davisra01","kipnija01","lindofr01","napolmi01","santaca01","ramirjo01","guyerbr01","almonab01","gimench01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939",1938,"TOR","dickera01","bautijo02","donaljo02","encared01","martiru01","tulowtr01","pillake01","uptonbj01","travide01","tholejo01","MIN","gibsoky01","doziebr01","mauerjo01","keplema01","plouftr01","sanomi01","polanjo01","grossro01","suzukku01","santada01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940",1939,"ARI","bradlar01","gosseph01","bournmi01","polloaj01","weeksri01","castiwe01","lambja01","drurybr01","owingch01","bradlar01","CIN","baileho02","hamilbi02","cozarza01","vottojo01","duvalad01","phillbr01","schebsc01","suareeu01","cabrera01","baileho02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941",1940,"LAN","stewabr01","kendrho01","seageco01","turneju01","gonzaad01","hernaen02","segedro01","grandya01","culbech01","stewabr01","CHN","lestejo01","fowlede01","bryankr01","rizzoan01","zobribe01","russead02","heywaja01","baezja01","rossda01","lestejo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
