,Dates,DayNight,Home,HomeLeague,HomeScore,HomeStartingPitcher,HomeStartingPlayer_1,HomeStartingPlayer_2,HomeStartingPlayer_3,HomeStartingPlayer_4,HomeStartingPlayer_5,HomeStartingPlayer_6,HomeStartingPlayer_7,HomeStartingPlayer_8,HomeStartingPlayer_9,Visitor,VisitorLeague,VisitorScore,VisitorStartingPitcher,VisitorStartingPlayer_1,VisitorStartingPlayer_2,VisitorStartingPlayer_3,VisitorStartingPlayer_4,VisitorStartingPlayer_5,VisitorStartingPlayer_6,VisitorStartingPlayer_7,VisitorStartingPlayer_8,VisitorStartingPlayer_9
328,20170428,N,MIA,NL,2,conla001,realj001,pradm001,yelic001,stanm004,bourj002,ozunm001,dietd001,hecha001,conla001,PIT,NL,12,tailj001,harrj002,mercj002,mccua001,polag001,cervf001,osunj001,bellj005,ngoeg001,tailj001
329,20170428,N,MIL,NL,8,andec001,villj001,thame001,braur002,shawt001,pereh001,bandj001,broxk001,arcio002,andec001,ATL,NL,10,colob001,incie001,garca004,freef001,kempm001,markn001,flowt001,petej002,swand001,colob001
330,20170428,N,SFN,NL,4,samaj001,panij002,beltb001,pench001,morsm001,arroc001,gillc001,hundn001,stubd001,samaj001,SDN,NL,3,perdl002,margm001,aybae001,myerw001,solay001,schir001,spanc001,hedga001,blasj001,perdl002
331,20170428,N,SLN,NL,7,lynnl001,fowld001,diaza003,carpm002,gyorj001,piscs001,moliy001,gricr001,wongk001,lynnl001,CIN,NL,5,adlet001,hamib001,cozaz001,vottj001,duvaa001,suare001,sches001,mesod001,genns001,adlet001
332,20170428,N,WAS,NL,5,schem001,eatoa002,turnt001,harpb003,zimmr001,murpd006,renda001,wertj001,wietm001,schem001,NYN,NL,7,degrj001,confm001,cabra002,brucj001,walkn001,granc001,reyej001,rivet001,darnt001,degrj001
333,20170428,N,BOS,AL,5,pomed001,bogax001,benia002,bettm001,ramih003,morem001,pedrd001,bradj001,vazqc001,hernm003,CHN,NL,4,arrij001,schwk001,bryak001,rizza001,zobrb001,russa002,contw001,heywj001,baezj001,almoa002
334,20170428,N,CLE,AL,1,carrc003,santc002,lindf001,guyeb001,encae001,ramij003,kipnj001,jacka001,almoa001,gomey001,SEA,AL,3,miraa002,seguj002,gameb001,canor001,mottt001,seagk001,hereg002,voged001,zunim001,dysoj001
335,20170428,N,DET,AL,3,boydm001,kinsi001,collt002,castn001,martv001,uptoj001,avila001,adduj002,hickj001,iglej001,CHA,AL,7,pelfm001,salat001,andet001,cabrm002,frazt001,garca003,davim005,sancc001,sotog001,garcl004
336,20170428,N,HOU,AL,9,mortc002,sprig001,reddj001,altuj001,corrc001,beltc001,gurry001,gatte001,brega001,aokin001,OAK,AL,4,cottj001,deckj001,joycm001,lowrj001,davik003,alony001,healr001,vogts001,plout001,rosaa001
337,20170428,N,KCA,AL,4,kenni001,merrw001,mousm001,cainl001,hosme001,peres002,gorda001,escoa003,mossb001,bonij002,MIN,AL,6,gibsk002,dozib001,keplm001,sanom001,mauej001,grosr001,castj006,polaj001,rosae001,buxtb001
338,20170428,N,NYA,AL,14,sabac001,gardb001,headc001,hollm001,ellsj001,casts001,gregd001,judga001,birdg001,romia002,BAL,AL,11,gausk001,rickj001,jonea003,machm001,trumm001,davic003,castw002,manct001,schoj001,hardj003
339,20170428,N,TEX,AL,3,martn002,deshd002,andre001,gomec002,odorr001,napom001,mazan001,rua-r001,gallj002,lucrj001,ANA,AL,6,skagt001,escoy001,calhk001,troum001,pujoa001,cronc002,simma001,maybc001,espid001,maldm001
340,20170428,N,TOR,AL,4,strom001,pillk001,barnd001,bautj002,morak001,smoaj001,pears001,travd001,maill001,goinr001,TBA,AL,7,snelb001,dickc002,kierk001,longe001,millb002,souzs001,morrl001,beckt001,petes002,norrd001
341,20170429,N,ARI,NL,6,greiz001,polla001,owinc001,goldp001,lambj001,tomay001,drurb001,ahmen001,mathj001,greiz001,COL,NL,7,andet002,blacc001,lemad001,arenn001,gonzc001,reynm001,parrg001,stort001,woltt001,andet002
342,20170429,N,LAN,NL,6,mccab001,tolea001,seagc001,gonza003,grany001,puigy001,bellc002,utlec001,taylc001,mccab001,PHI,NL,5,efliz001,hernc005,galvf001,herro001,franm004,saunm001,navad002,stasb001,knapa001,efliz001
343,20170429,N,MIA,NL,0,strad003,gordd002,pradm001,yelic001,stanm004,bourj002,ozunm001,realj001,hecha001,strad003,PIT,NL,4,novai001,harrj002,bellj005,mccua001,polag001,cervf001,jasoj001,mercj002,ngoeg001,novai001
344,20170429,N,MIL,NL,3,nelsj004,villj001,thame001,braur002,shawt001,santd002,pereh001,pinam001,arcio002,nelsj004,ATL,NL,11,garcj004,incie001,garca004,freef001,kempm001,markn001,philb001,flowt001,swand001,garcj004
345,20170429,N,SFN,NL,4,cainm001,panij002,beltb001,poseb001,morsm001,arroc001,gillc001,nunee002,stubd001,cainm001,SDN,NL,12,chacj001,margm001,spanc001,myerw001,solay001,schir001,renfh001,hedga001,aybae001,chacj001
346,20170429,D,WAS,NL,3,stras001,turnt001,taylm002,harpb003,zimmr001,murpd006,renda001,wertj001,lobaj001,stras001,NYN,NL,5,wheez001,confm001,cabra002,brucj001,walkn001,granc001,reyej001,rivet001,darnt001,wheez001
347,20170429,D,BOS,AL,4,wrigs001,bogax001,benia002,bettm001,ramih003,morem001,pedrd001,bradj001,vazqc001,hernm003,CHN,NL,7,lackj001,schwk001,bryak001,rizza001,zobrb001,heywj001,russa002,montm001,almoa002,jay-j001
348,20170429,D,CLE,AL,4,salad001,santc002,lindf001,branm003,encae001,ramij003,kipnj001,chisl001,almoa001,gomey001,SEA,AL,3,gally001,seguj002,gameb001,canor001,cruzn002,seagk001,valed001,hereg002,zunim001,dysoj001
349,20170429,D,DET,AL,4,fulmm001,kinsi001,mahtm001,castn001,martv001,uptoj001,hickj001,mccaj001,romia001,iglej001,CHA,AL,6,holld003,salat001,andet001,cabrm002,abrej003,frazt001,garca003,aschc001,narvo001,garcl004
350,20170429,N,HOU,AL,1,musgj001,sprig001,reddj001,altuj001,corrc001,beltc001,gurry001,mccab002,gatte001,brega001,OAK,AL,2,triga001,deckj001,lowrj001,healr001,davik003,alony001,plout001,vogts001,pindc001,lamar001
351,20170429,D,NYA,AL,12,pinem001,gardb001,headc001,hollm001,ellsj001,casts001,gregd001,judga001,birdg001,romia002,BAL,AL,4,jimeu001,smits002,jonea003,machm001,davic003,trumm001,hardj003,kim-h001,schoj001,josec002
352,20170429,N,TEX,AL,6,darvy001,deshd002,mazan001,gomec002,odorr001,napom001,gallj002,andre001,choos001,lucrj001,ANA,AL,3,chavj001,escoy001,calhk001,troum001,pujoa001,martj007,simma001,reveb001,espid001,maldm001
353,20170429,D,TOR,AL,4,lirif001,pillk001,carre001,bautj002,morak001,smoaj001,martr004,coghc001,barnd001,goinr001,TBA,AL,1,andrm001,souzs001,kierk001,longe001,weekr001,dickc002,beckt001,robed004,sucrj001,bourp001
354,20170430,D,ARI,NL,2,corbp001,hazej001,perad001,goldp001,lambj001,drurb001,descd001,iannc001,ahmen001,corbp001,COL,NL,0,marqg001,blacc001,lemad001,arenn001,gonzc001,reynm001,desmi001,stort001,garnd001,marqg001
355,20170430,D,LAN,NL,5,ryu-h001,tolea001,bellc002,turnj001,gonza003,puigy001,grany001,taylc001,herne001,ryu-h001,PHI,NL,3,piven001,hernc005,galvf001,navad002,franm004,altha001,saunm001,joset001,ruppc001,piven001
356,20170430,D,MIA,NL,10,koeht001,gordd002,pradm001,yelic001,stanm004,ozunm001,bourj002,ellia001,rojam002,koeht001,PIT,NL,3,kuhlc001,harrj002,bellj005,mccua001,polag001,jasoj001,mercj002,hansa001,stewc001,kuhlc001
357,20170430,D,MIL,NL,4,garzm001,villj001,thame001,braur002,pereh001,santd002,bandj001,broxk001,arcio002,garzm001,ATL,NL,3,foltm001,incie001,garca004,freef001,kempm001,markn001,suzuk001,petej002,swand001,foltm001
358,20170430,D,SFN,NL,2,blact002,nunee002,beltb001,pench001,poseb001,morsm001,arroc001,panij002,herng001,blact002,SDN,NL,5,richc002,margm001,aybae001,myerw001,solay001,hedga001,schir001,renfh001,blasj001,richc002
359,20170430,D,SLN,NL,4,leakm001,fowld001,diaza003,carpm002,gyorj001,piscs001,moliy001,gricr001,wongk001,leakm001,CIN,NL,5,arrob001,hamib001,cozaz001,vottj001,duvaa001,suare001,sches001,peraj003,barnt001,arrob001
360,20170430,D,WAS,NL,23,rossj002,turnt001,wertj001,harpb003,zimmr001,murpd006,renda001,taylm002,wietm001,rossj002,NYN,NL,5,syndn001,confm001,reyej001,brucj001,walkn001,granc001,rivet001,river003,reynm003,syndn001
361,20170430,N,BOS,AL,6,rodre004,bogax001,benia002,bettm001,ramih003,morem001,pedrd001,bradj001,vazqc001,hernm003,CHN,NL,2,hendk001,schwk001,bryak001,rizza001,zobrb001,russa002,heywj001,contw001,almoa002,jay-j001
362,20170430,D,CLE,AL,12,tomlj001,santc002,lindf001,branm003,encae001,ramij003,kipnj001,chisl001,almoa001,perer003,SEA,AL,4,dejoc001,seguj002,gameb001,canor001,cruzn002,seagk001,hereg002,voged001,ruizc001,poweb002
363,20170430,D,DET,AL,7,zimmj003,kinsi001,collt002,castn001,martv001,uptoj001,avila001,adduj002,hickj001,iglej001,CHA,AL,3,gonzm003,salat001,andet001,cabrm002,abrej003,frazt001,garca003,aschc001,sotog001,garcl004
364,20170430,D,HOU,AL,7,keucd001,sprig001,reddj001,altuj001,corrc001,mccab002,gurry001,gatte001,gonzm002,aokin001,OAK,AL,2,hahnj001,rosaa001,plout001,healr001,davik003,lowrj001,phegj001,pindc001,joycm001,lamar001
365,20170430,D,KCA,AL,5,hammj002,merrw001,mousm001,cainl001,hosme001,peres002,gorda001,bonij002,mossb001,escoa003,MIN,AL,7,hughp001,dozib001,keplm001,sanom001,mauej001,vargk001,castj006,polaj001,rosae001,buxtb001
366,20170430,D,NYA,AL,4,montj004,gardb001,hicka001,hollm001,casts001,judga001,headc001,gregd001,cartc002,higak001,BAL,AL,7,milew001,rickj001,jonea003,machm001,trumm001,castw002,manct001,schoj001,gentc001,hardj003
367,20170430,D,TEX,AL,2,perem004,deshd002,mazan001,gomec002,odorr001,andre001,gallj002,choos001,rua-r001,chirr001,ANA,AL,5,ramij002,escoy001,calhk001,troum001,pujoa001,martj007,simma001,espid001,maybc001,maldm001
368,20170430,D,TOR,AL,3,sanca006,pillk001,bautj002,morak001,smoaj001,martr004,pears001,travd001,goinr001,barnd001,TBA,AL,1,archc001,dickc002,kierk001,longe001,millb002,weekr001,morrl001,norrd001,petes002,robed004
369,20170501,N,ATL,NL,5,tehej001,incie001,philb001,freef001,kempm001,markn001,garca004,flowt001,swand001,tehej001,NYN,NL,7,gselr001,confm001,cabra002,brucj001,walkn001,granc001,reyej001,darnt001,rivet001,gselr001
370,20170501,N,CHN,NL,2,andeb004,schwk001,bryak001,rizza001,zobrb001,heywj001,contw001,baezj001,andeb004,jay-j001,PHI,NL,10,velav001,hernc005,altha001,herro001,franm004,saunm001,joset001,galvf001,ruppc001,velav001
371,20170501,N,CIN,NL,4,garra001,hamib001,cozaz001,vottj001,duvaa001,sches001,genns001,peraj003,barnt001,garra001,PIT,NL,3,coleg001,harrj002,mercj002,mccua001,polag001,osunj001,bellj005,gossp001,stewc001,coleg001
372,20170501,N,LAN,NL,3,kersc001,tolea001,seagc001,turnj001,grany001,gonza003,bellc002,puigy001,utlec001,kersc001,SFN,NL,4,cuetj001,herng001,arroc001,pench001,poseb001,morsm001,nunee002,panij002,stubd001,cuetj001
373,20170501,N,MIA,NL,2,chenw001,gordd002,pradm001,yelic001,stanm004,ozunm001,bourj002,realj001,hecha001,chenw001,TBA,AL,4,odorj001,bourp001,souzs001,dickc002,weekr001,millb002,beckt001,norrd001,robed004,odorj001
374,20170501,N,SLN,NL,5,wachm001,fowld001,diaza003,carpm002,gyorj001,piscs001,moliy001,gricr001,wongk001,wachm001,MIL,NL,7,daviz001,villj001,thame001,santd002,shawt001,pinam001,aguij001,broxk001,arcio002,daviz001
375,20170501,N,BOS,AL,2,porcr001,bogax001,benia002,bettm001,ramih003,morem001,pedrd001,bradj001,leons001,hernm003,BAL,AL,5,bundd001,smits002,jonea003,machm001,trumm001,davic003,schoj001,hardj003,flahr001,josec002
376,20170501,N,DET,AL,7,norrd002,kinsi001,collt002,castn001,martv001,uptoj001,avila001,adduj002,mccaj001,iglej001,CLE,AL,1,bauet001,santc002,lindf001,branm003,encae001,ramij003,guyeb001,jacka001,perer003,martm003
377,20170501,N,HOU,AL,6,mccul002,sprig001,reddj001,altuj001,corrc001,beltc001,gurry001,mccab002,brega001,aokin001,TEX,AL,2,casha001,deshd002,choos001,gomec002,odorr001,napom001,gallj002,andre001,mazan001,lucrj001
378,20170501,N,KCA,AL,6,vargj001,mousm001,cainl001,hosme001,peres002,gorda001,bonij002,mossb001,escoa003,coloc002,CHA,AL,1,coved001,salat001,andet001,cabrm002,abrej003,frazt001,davim005,garcl004,narvo001,may-j001
379,20170501,N,NYA,AL,1,sevel001,gardb001,gregd001,hollm001,casts001,ellsj001,judga001,birdg001,romia002,torrr001,TOR,AL,7,estrm001,pillk001,carre001,bautj002,morak001,smoaj001,travd001,goinr001,maill001,coghc001
380,20170502,N,ATL,NL,9,dickr001,incie001,philb001,freef001,kempm001,markn001,garca004,suzuk001,swand001,dickr001,NYN,NL,7,harvm001,confm001,cabra002,brucj001,walkn001,darnt001,reyej001,rivet001,lagaj001,harvm001
381,20170502,N,CHN,NL,8,lestj001,schwk001,bryak001,rizza001,zobrb001,russa002,heywj001,contw001,lestj001,baezj001,PHI,NL,3,hellj001,hernc005,altha001,herro001,franm004,saunm001,joset001,galvf001,ruppc001,hellj001
382,20170502,N,CIN,NL,3,felds001,hamib001,cozaz001,vottj001,duvaa001,suare001,sches001,peraj003,mesod001,felds001,PIT,NL,12,glast001,harrj002,bellj005,mccua001,jasoj001,osunj001,diaze005,hansa001,mercj002,glast001
383,20170502,N,LAN,NL,13,wooda002,herne001,seagc001,turnj001,gutif001,taylc001,puigy001,barna001,bellc002,wooda002,SFN,NL,5,moorm003,herng001,beltb001,pench001,poseb001,arroc001,nunee002,panij002,hundn001,moorm003
384,20170502,N,MIA,NL,1,volqe001,gordd002,pradm001,yelic001,stanm004,ozunm001,bourj002,realj001,rojam002,volqe001,TBA,AL,3,cobba001,dickc002,kierk001,morrl001,millb002,souzs001,beckt001,norrd001,robed004,cobba001
385,20170502,N,SDN,NL,6,cahit001,margm001,spanc001,myerw001,solay001,schir001,renfh001,hedga001,aybae001,cahit001,COL,NL,2,chatt001,blacc001,lemad001,arenn001,gonzc001,desmi001,parrg001,stort001,woltt001,chatt001
386,20170502,N,SLN,NL,2,martc006,fowld001,diaza003,carpm002,gyorj001,piscs001,moliy001,gricr001,wongk001,martc006,MIL,NL,1,peraw001,villj001,thame001,pereh001,shawt001,santd002,frann001,bandj001,arcio002,peraw001
387,20170502,N,WAS,NL,3,roart001,turnt001,wertj001,harpb003,zimmr001,murpd006,renda001,taylm002,lobaj001,roart001,ARI,NL,6,walkt004,polla001,owinc001,goldp001,lambj001,tomay001,drurb001,herrc001,ahmen001,walkt004
388,20170502,N,BOS,AL,5,salec001,bogax001,benia002,bettm001,ramih003,morem001,pedrd001,bradj001,leons001,hernm003,BAL,AL,2,ashea001,rickj001,jonea003,machm001,trumm001,davic003,schoj001,manct001,hardj003,josec002
389,20170502,N,DET,AL,5,verlj001,kinsi001,castn001,cabrm001,martv001,uptoj001,collt002,avila001,adduj002,romia001,CLE,AL,2,klubc001,santc002,lindf001,branm003,encae001,ramij003,kipnj001,chisl001,almoa001,gomey001
390,20170502,N,HOU,AL,8,fierm001,sprig001,beltc001,altuj001,corrc001,gatte001,gurry001,gonzm002,brega001,marij002,TEX,AL,7,claua001,deshd002,choos001,gomec002,odorr001,napom001,gallj002,andre001,mazan001,lucrj001
391,20170502,N,KCA,AL,0,duffd001,merrw001,cainl001,hosme001,peres002,bonij002,cuthc001,escoa003,coloc002,buted001,CHA,AL,6,quinj001,andet001,sancc001,cabrm002,abrej003,frazt001,garca003,sotog001,garcw001,garcl004
392,20170502,N,MIN,AL,9,sante001,dozib001,keplm001,sanom001,mauej001,grosr001,castj006,polaj001,rosae001,buxtb001,OAK,AL,1,grays001,davir003,joycm001,lowrj001,davik003,alony001,healr001,vogts001,plout001,rosaa001
393,20170502,N,NYA,AL,11,tanam001,gardb001,headc001,hollm001,casts001,gregd001,judga001,hicka001,cartc002,romia002,TOR,AL,5,latom001,pillk001,bautj002,martr004,morak001,smoaj001,pears001,goinr001,travd001,coghc001
394,20170502,N,SEA,AL,4,paxtj001,seguj002,gameb001,canor001,cruzn002,seagk001,valed001,hereg002,zunim001,dysoj001,ANA,AL,6,shoem001,escoy001,calhk001,troum001,pujoa001,martj007,simma001,espid001,maybc001,maldm001
395,20170503,N,ATL,NL,5,colob001,incie001,garca004,freef001,kempm001,markn001,flowt001,petej002,swand001,colob001,NYN,NL,16,degrj001,confm001,cabra002,brucj001,walkn001,granc001,reyej001,river003,rivet001,degrj001
396,20170503,N,CHN,NL,5,arrij001,schwk001,bryak001,rizza001,zobrb001,russa002,heywj001,montm001,arrij001,baezj001,PHI,NL,4,eickj001,hernc005,navad002,altha001,franm004,herro001,stasb001,galvf001,knapa001,eickj001
397,20170503,N,CIN,NL,7,davir004,hamib001,cozaz001,vottj001,duvaa001,suare001,sches001,peraj003,mesod001,davir004,PIT,NL,2,tailj001,harrj002,jasoj001,mccua001,polag001,bellj005,diaze005,mercj002,ngoeg001,tailj001
398,20170503,N,LAN,NL,1,uriaj001,tolea001,seagc001,turnj001,grany001,bellc002,gonza003,puigy001,utlec001,uriaj001,SFN,NL,4,samaj001,herng001,beltb001,pench001,poseb001,arroc001,nunee002,panij002,tomlk001,samaj001
399,20170503,N,SDN,NL,3,weavj003,margm001,spanc001,myerw001,solay001,schir001,renfh001,hedga001,aybae001,weavj003,COL,NL,11,senza001,blacc001,lemad001,arenn001,gonzc001,desmi001,parrg001,amara001,garnd001,senza001
400,20170503,N,WAS,NL,2,gonzg003,turnt001,wertj001,harpb003,zimmr001,murpd006,renda001,taylm002,wietm001,gonzg003,ARI,NL,1,ray-r002,polla001,owinc001,goldp001,lambj001,tomay001,drurb001,ahmen001,mathj001,ray-r002
401,20170503,N,BOS,AL,4,pomed001,pedrd001,benia002,bettm001,ramih003,bogax001,morem001,younc004,hernm003,vazqc001,BAL,AL,2,gausk001,rickj001,jonea003,machm001,trumm001,davic003,schoj001,manct001,hardj003,josec002
402,20170503,N,DET,AL,2,boydm001,kinsi001,castn001,cabrm001,martv001,uptoj001,collt002,avila001,adduj002,iglej001,CLE,AL,3,carrc003,santc002,lindf001,branm003,encae001,ramij003,kipnj001,guyeb001,almoa001,gomey001
403,20170503,N,HOU,AL,10,mortc002,sprig001,reddj001,altuj001,corrc001,beltc001,mccab002,gonzm002,brega001,aokin001,TEX,AL,1,martn002,deshd002,odorr001,andre001,gallj002,lucrj001,mazan001,napom001,choos001,rua-r001
404,20170503,N,KCA,AL,6,karnn001,merrw001,mousm001,cainl001,hosme001,peres002,gorda001,bonij002,mossb001,escoa003,CHA,AL,1,pelfm001,andet001,sancc001,cabrm002,abrej003,frazt001,garca003,garcl004,narvo001,aschc001
405,20170503,N,MIN,AL,7,santh001,dozib001,keplm001,sanom001,mauej001,vargk001,castj006,escoe001,rosae001,buxtb001,OAK,AL,4,gravk001,davir003,plout001,healr001,davik003,phegj001,rosaa001,alony001,pindc001,joycm001
406,20170503,N,NYA,AL,8,sabac001,gardb001,hicka001,hollm001,casts001,judga001,headc001,cartc002,torrr001,higak001,TOR,AL,6,strom001,pillk001,bautj002,martr004,morak001,smoaj001,pears001,travd001,barnd001,goinr001
407,20170503,N,SEA,AL,8,iwakh001,seguj002,gameb001,canor001,cruzn002,seagk001,valed001,hereg002,zunim001,dysoj001,ANA,AL,7,nolar001,escoy001,calhk001,troum001,pujoa001,valbl001,simma001,reveb001,pennc001,maldm001
408,20170503,N,TBA,AL,6,snelb001,beckt001,kierk001,longe001,souzs001,millb002,weekr001,robed004,sucrj001,bourp001,MIA,NL,10,conla001,realj001,pradm001,yelic001,stanm004,ozunm001,bourj002,rojam002,hecha001,suzui001
409,20170504,D,CHN,NL,5,lackj001,jay-j001,bryak001,rizza001,russa002,montm001,almoa002,baezj001,lackj001,szczm001,PHI,NL,4,efliz001,hernc005,altha001,herro001,franm004,saunm001,joset001,ruppc001,galvf001,efliz001
410,20170504,D,CIN,NL,4,adlet001,hamib001,peraj003,vottj001,duvaa001,suare001,sches001,alcaa001,barnt001,adlet001,PIT,NL,2,novai001,harrj002,jasoj001,mccua001,polag001,bellj005,cervf001,hansa001,ngoeg001,novai001
411,20170504,D,SDN,NL,2,perdl002,margm001,aybae001,myerw001,solay001,renfh001,schir001,hedga001,blasj001,perdl002,COL,NL,3,freek001,blacc001,lemad001,arenn001,gonzc001,desmi001,reynm001,amara001,hanir001,freek001
412,20170504,N,SLN,NL,4,waina001,fowld001,piscs001,carpm002,gyorj001,moliy001,diaza003,gricr001,wongk001,waina001,MIL,NL,5,andec001,villj001,thame001,pereh001,shawt001,santd002,bandj001,broxk001,arcio002,andec001
413,20170504,D,WAS,NL,4,schem001,turnt001,wertj001,harpb003,zimmr001,murpd006,renda001,taylm002,lobaj001,schem001,ARI,NL,2,shipb001,polla001,owinc001,goldp001,lambj001,herrc001,iannc001,descd001,ahmen001,shipb001
414,20170504,N,BOS,AL,3,kendk001,pedrd001,benia002,bettm001,ramih003,bogax001,morem001,rutlj001,bradj001,vazqc001,BAL,AL,8,wilst004,smits002,jonea003,machm001,davic003,trumm001,schoj001,kim-h001,hardj003,josec002
415,20170504,D,HOU,AL,4,musgj001,reddj001,altuj001,corrc001,mccab002,gatte001,gurry001,gonzm002,brega001,marij002,TEX,AL,10,grifa002,deshd002,odorr001,mazan001,andre001,gomec002,gallj002,napom001,choos001,chirr001
416,20170504,D,KCA,AL,3,kenni001,merrw001,mousm001,cainl001,hosme001,peres002,gorda001,bonij002,escoa003,cuthc001,CHA,AL,8,holld003,salat001,cabrm002,abrej003,garca003,garcl004,aschc001,davim005,sotog001,sancc001
417,20170504,D,MIN,AL,5,gibsk002,dozib001,polaj001,sanom001,vargk001,escoe001,rosae001,gimec001,santd001,buxtb001,OAK,AL,8,cottj001,joycm001,lowrj001,davik003,alony001,healr001,vogts001,pindc001,deckj001,rosaa001
418,20170504,N,SEA,AL,11,miraa002,seguj002,gameb001,canor001,cruzn002,seagk001,valed001,hereg002,zunim001,dysoj001,ANA,AL,3,meyea001,escoy001,calhk001,pujoa001,martj007,simma001,maybc001,espid001,reveb001,gratj001
419,20170504,N,TBA,AL,5,andrm001,dickc002,kierk001,longe001,millb002,morrl001,rasmc001,beckt001,norrd001,robed004,MIA,NL,1,strad003,gordd002,pradm001,yelic001,stanm004,ozunm001,bourj002,realj001,dietd001,hecha001
420,20170505,N,ATL,NL,0,foltm001,incie001,philb001,freef001,kempm001,markn001,garca004,flowt001,swand001,foltm001,SLN,NL,10,lynnl001,wongk001,martj008,carpm002,gyorj001,moliy001,diaza003,gricr001,phamt001,lynnl001
421,20170505,D,CHN,NL,2,hendk001,schwk001,bryak001,rizza001,zobrb001,russa002,heywj001,contw001,hendk001,jay-j001,NYA,AL,3,pinem001,gardb001,hicka001,sancg002,casts001,judga001,gregd001,headc001,cartc002,pinem001
422,20170505,N,CIN,NL,13,arrob001,hamib001,cozaz001,vottj001,duvaa001,suare001,sches001,peraj003,mesod001,arrob001,SFN,NL,3,cainm001,panij002,beltb001,pench001,poseb001,morsm001,arroc001,nunee002,herng001,cainm001
423,20170505,N,COL,NL,3,marqg001,blacc001,lemad001,arenn001,desmi001,reynm001,parrg001,stort001,garnd001,marqg001,ARI,NL,6,greiz001,polla001,perad001,goldp001,lambj001,tomay001,drurb001,owinc001,mathj001,greiz001
424,20170505,N,NYN,NL,8,montr004,confm001,rivet001,brucj001,walkn001,granc001,florw001,reyej001,river003,montr004,MIA,NL,7,koeht001,gordd002,pradm001,yelic001,stanm004,ozunm001,bourj002,realj001,rojam002,koeht001
425,20170505,N,PHI,NL,2,piven001,hernc005,altha001,herro001,franm004,joset001,saunm001,ruppc001,galvf001,piven001,WAS,NL,4,stras001,turnt001,wertj001,murpd006,zimmr001,renda001,taylm002,heisc001,wietm001,stras001
426,20170505,N,PIT,NL,4,kuhlc001,harrj002,bellj005,mccua001,polag001,cervf001,osunj001,hansa001,mercj002,kuhlc001,MIL,NL,0,nelsj004,villj001,thame001,pereh001,shawt001,pinam001,frann001,broxk001,arcio002,nelsj004
427,20170505,N,SDN,NL,2,chacj001,margm001,spanc001,myerw001,solay001,schir001,sanch002,renfh001,aybae001,chacj001,LAN,NL,8,maedk001,tolea001,seagc001,turnj001,grany001,bellc002,pedej001,puigy001,utlec001,maedk001
428,20170505,N,ANA,AL,6,chavj001,escoy001,maybc001,troum001,pujoa001,martj007,simma001,espid001,reveb001,maldm001,HOU,AL,7,keucd001,sprig001,reddj001,altuj001,corrc001,beltc001,gurry001,mccab002,gonzm002,aokin001
429,20170505,N,BAL,AL,4,milew001,smits002,jonea003,machm001,davic003,trumm001,schoj001,kim-h001,hardj003,josec002,CHA,AL,2,gonzm003,andet001,cabrm002,abrej003,garca003,davim005,salat001,garcw001,narvo001,garcl004
430,20170505,N,KCA,AL,3,hammj002,merrw001,mousm001,cainl001,hosme001,peres002,gorda001,bonij002,mossb001,escoa003,CLE,AL,1,salad001,santc002,lindf001,branm003,encae001,ramij003,kipnj001,chisl001,almoa001,perer003
431,20170505,N,MIN,AL,4,hughp001,dozib001,mauej001,sanom001,grosr001,keplm001,escoe001,castj006,polaj001,rosae001,BOS,AL,3,rodre004,pedrd001,benia002,bettm001,ramih003,bogax001,morem001,rutlj001,bradj001,vazqc001
432,20170505,N,OAK,AL,2,triga001,davir003,joycm001,lowrj001,davik003,alony001,vogts001,plout001,maxwb001,rosaa001,DET,AL,7,fulmm001,romia001,castn001,cabrm001,martv001,uptoj001,collt002,adduj002,mccaj001,iglej001
433,20170505,N,SEA,AL,1,gally001,seguj002,gameb001,canor001,cruzn002,seagk001,valed001,hereg002,ruizc001,dysoj001,TEX,AL,3,darvy001,deshd002,odorr001,mazan001,andre001,gomec002,gallj002,napom001,choos001,lucrj001
434,20170505,N,TBA,AL,4,archc001,beckt001,kierk001,longe001,souzs001,dickc002,weekr001,robed004,norrd001,bourp001,TOR,AL,8,lirif001,pillk001,bautj002,martr004,morak001,smoaj001,pears001,goinr001,travd001,coghc001
435,20170506,N,ATL,NL,3,tehej001,incie001,philb001,freef001,kempm001,markn001,garca004,flowt001,petej002,tehej001,SLN,NL,5,leakm001,wongk001,martj008,carpm002,gricr001,diaza003,phamt001,garcg002,fryee001,leakm001
436,20170506,N,CHN,NL,6,andeb004,zobrb001,bryak001,rizza001,russa002,contw001,almoa002,baezj001,andeb004,jay-j001,NYA,AL,11,montj004,gardb001,hicka001,casts001,judga001,sancg002,gregd001,headc001,cartc002,montj004
437,20170506,N,CIN,NL,14,garra001,hamib001,cozaz001,vottj001,duvaa001,suare001,peraj003,kivlp001,mesod001,garra001,SFN,NL,2,blact002,tomlk001,beltb001,pench001,poseb001,arroc001,ruggj001,nunee002,herng001,blact002
438,20170506,N,COL,NL,9,andet002,blacc001,lemad001,arenn001,desmi001,reynm001,stort001,parrg001,hanir001,andet002,ARI,NL,1,corbp001,polla001,ahmen001,goldp001,lambj001,tomay001,drurb001,iannc001,blang001,corbp001
