,Dates,DayNight,Home,HomeLeague,HomeScore,HomeStartingPitcher,HomeStartingPlayer_1,HomeStartingPlayer_2,HomeStartingPlayer_3,HomeStartingPlayer_4,HomeStartingPlayer_5,HomeStartingPlayer_6,HomeStartingPlayer_7,HomeStartingPlayer_8,HomeStartingPlayer_9,Visitor,VisitorLeague,VisitorScore,VisitorStartingPitcher,VisitorStartingPlayer_1,VisitorStartingPlayer_2,VisitorStartingPlayer_3,VisitorStartingPlayer_4,VisitorStartingPlayer_5,VisitorStartingPlayer_6,VisitorStartingPlayer_7,VisitorStartingPlayer_8,VisitorStartingPlayer_9
35,20160406,D,MIL,NL,4,jungt001,santd002,genns001,braur002,lucrj001,cartc002,florr003,hilla001,jungt001,villj001,SFN,NL,3,samaj001,pagaa001,panij002,poseb001,pench001,beltb001,duffm002,crawb001,samaj001,blang001
36,20160406,N,PIT,NL,5,nicaj001,jasoj001,mccua001,freed001,marts002,cervf001,polag001,harrj002,mercj002,nicaj001,SLN,NL,1,leakm001,carpm002,piscs001,hollm001,mossb001,moliy001,wongk001,gyorj001,hazej001,leakm001
37,20160406,N,SDN,NL,0,casha001,jay-j001,spanc001,kempm001,myerw001,solay001,norrd001,ramia003,blasj001,casha001,LAN,NL,7,maedk001,utlec001,seagc001,turnj001,gonza003,puigy001,crawc002,pedej001,ellia001,maedk001
38,20160407,N,ANA,AL,4,santh001,escoy001,gentc001,troum001,pujoa001,cronc002,calhk001,simma001,sotog001,giavj001,TEX,AL,3,holld003,deshd002,choos001,belta001,fielp001,desmi001,morem001,odorr001,andre001,chirr001
39,20160407,N,BAL,AL,4,jimeu001,rickj001,reimn001,machm001,davic003,trumm001,hardj003,alvap001,schoj001,josec002,MIN,AL,2,hughp001,dozib001,santd001,mauej001,sanom001,plout001,rosae001,escoe001,murpj001,buxtb001
40,20160407,D,NYA,AL,8,eovan001,ellsj001,gardb001,rodra001,teixm001,mccab002,beltc001,headc001,casts001,gregd001,HOU,AL,5,fierm001,altuj001,sprig001,corrc001,rasmc001,gomec002,valbl001,whitt002,tuckp001,krate001
41,20160407,D,OAK,AL,1,gravk001,burnb002,lowrj001,reddj001,valed001,vogts001,coghc001,alony001,semim001,crisc001,CHA,AL,6,latom001,eatoa002,cabrm002,abrej003,frazt001,garca003,shucj001,lawrb002,navad001,salat001
42,20160407,N,ARI,NL,6,delar003,seguj002,ahmen001,goldp001,perad001,castw002,lambj001,tomay001,owinc001,delar003,CHN,NL,14,lackj001,fowld001,heywj001,zobrb001,rizza001,bryak001,schwk001,montm001,russa002,lackj001
43,20160407,D,CIN,NL,10,stepr002,sches001,suare001,vottj001,duvaa001,brucj001,pachj001,dejei002,barnt001,stepr002,PHI,NL,6,mortc002,galvf001,herro001,franm004,howar001,blana001,huntc001,ruizc001,bourp001,mortc002
44,20160407,D,SFN,NL,12,peavj001,spand001,panij002,poseb001,pench001,beltb001,duffm002,crawb001,peavj001,pagaa001,LAN,NL,6,wooda002,utlec001,seagc001,puigy001,gonza003,vanss001,pedej001,herne001,barna001,wooda002
45,20160407,D,WAS,NL,4,roart001,taylm002,renda001,harpb003,zimmr001,wertj001,murpd006,ramow001,espid001,roart001,MIA,NL,6,conla001,gordd002,ozunm001,yelic001,stanm004,pradm001,bourj002,realj001,hecha001,conla001
46,20160408,N,ANA,AL,3,shoem001,escoy001,navad002,troum001,pujoa001,calhk001,simma001,choij001,perec003,pennc001,TEX,AL,7,grifa002,deshd002,choos001,fielp001,belta001,morem001,desmi001,odorr001,andre001,chirr001
47,20160408,N,BAL,AL,6,tillc001,rickj001,reimn001,machm001,davic003,trumm001,wietm001,alvap001,schoj001,flahr001,TBA,AL,1,archc001,forsl001,morrl001,longe001,dickc002,jennd002,millb002,souzs001,kierk001,congh001
48,20160408,D,CHA,AL,1,dankj001,eatoa002,rollj001,abrej003,frazt001,cabrm002,garca003,lawrb002,avila001,jacka001,CLE,AL,7,salad001,davir003,kipnj001,lindf001,napom001,santc002,gomey001,byrdm001,uribj002,ramij003
49,20160408,D,DET,AL,4,zimmj003,kinsi001,uptoj001,cabrm001,martv001,martj006,castn001,mccaj001,iglej001,gosea001,NYA,AL,0,sevel001,ellsj001,gardb001,casts001,teixm001,ackld001,headc001,gregd001,hicka001,romia002
50,20160408,N,KCA,AL,4,venty001,escoa003,mousm001,cainl001,hosme001,morak001,gorda001,peres002,infao001,fuenr001,MIN,AL,3,sante001,dozib001,santd001,mauej001,sanom001,plout001,parkb002,escoe001,suzuk001,buxtb001
51,20160408,N,SEA,AL,2,walkt004,aokin001,martk001,canor001,cruzn002,seagk001,iannc001,gutif001,lee-d004,martl004,OAK,AL,3,surke001,burnb002,lowrj001,reddj001,valed001,vogts001,davik003,coghc001,alony001,semim001
52,20160408,N,TOR,AL,7,strom001,pillk001,donaj001,bautj002,encae001,tulot001,saunm001,martr004,goinr001,barnd001,BOS,AL,8,kellj001,bettm001,pedrd001,bogax001,ortid001,ramih003,shawt001,holtb002,hanir001,bradj001
53,20160408,N,ARI,NL,3,ray-r002,seguj002,brits001,goldp001,perad001,castw002,lambj001,tomay001,ray-r002,ahmen001,CHN,NL,2,hammj002,fowld001,heywj001,zobrb001,rizza001,bryak001,solej001,russa002,rossd001,hammj002
54,20160408,N,ATL,NL,4,wislm001,incie001,aybae001,freef001,garca004,markn001,olivh001,flowt001,beckg001,wislm001,SLN,NL,7,garcj004,carpm002,piscs001,hollm001,adamm002,gricr001,moliy001,wongk001,gyorj001,garcj004
55,20160408,N,CIN,NL,5,simoa001,cozaz001,suare001,vottj001,philb001,mesod001,brucj001,duvaa001,simoa001,hamib001,PIT,NL,6,lirif001,jasoj001,mccua001,freed001,marts002,cervf001,polag001,harrj002,mercj002,lirif001
56,20160408,D,COL,NL,6,lylej001,blacc001,stort001,gonzc001,arenn001,parrg001,reynm001,hundn001,lemad001,lylej001,SDN,NL,13,rea-c001,jay-j001,spanc001,kempm001,myerw001,solay001,norrd001,ramia003,uptob001,rea-c001
57,20160408,N,MIL,NL,6,andec001,santd002,genns001,braur002,lucrj001,cartc002,hilla001,villj001,andec001,broxk001,HOU,AL,4,felds001,altuj001,sprig001,corrc001,valbl001,gomec002,whitt002,castj006,marij002,felds001
58,20160408,D,NYN,NL,7,degrj001,granc001,wrigd002,cespy001,dudal001,walkn001,confm001,cabra002,darnt001,degrj001,PHI,NL,2,eickj001,galvf001,hernc005,herro001,howar001,blana001,huntc001,ruppc001,burre001,eickj001
59,20160408,N,SFN,NL,3,cainm001,spand001,panij002,pench001,beltb001,duffm002,crawb001,pagaa001,browt002,cainm001,LAN,NL,2,strir001,utlec001,seagc001,turnj001,gonza003,puigy001,pedej001,vanss001,ellia001,strir001
60,20160409,N,ANA,AL,1,richg002,escoy001,gentc001,troum001,pujoa001,cronc002,calhk001,simma001,perec003,giavj001,TEX,AL,4,hamec001,deshd002,odorr001,fielp001,belta001,morem001,desmi001,andre001,rua-r001,chirr001
61,20160409,D,CHA,AL,7,salec001,jacka001,rollj001,abrej003,frazt001,cabrm002,lawrb002,garca003,avila001,shucj001,CLE,AL,3,andec002,davir003,kipnj001,lindf001,napom001,santc002,gomey001,uribj002,ramij003,cowgc001
62,20160409,D,DET,AL,4,pelfm001,kinsi001,uptoj001,cabrm001,martv001,martj006,mccaj001,iglej001,avilm001,gosea001,NYA,AL,8,sabac001,ellsj001,gardb001,rodra001,teixm001,mccab002,beltc001,casts001,gregd001,torrr001
63,20160409,N,KCA,AL,7,kenni001,escoa003,mousm001,cainl001,hosme001,morak001,gorda001,peres002,infao001,orlap001,MIN,AL,0,milot001,dozib001,santd001,mauej001,plout001,arcio001,parkb002,escoe001,rosae001,suzuk001
64,20160409,N,SEA,AL,1,karnn001,aokin001,martk001,canor001,cruzn002,seagk001,iannc001,gutif001,lee-d004,martl004,OAK,AL,6,hillr001,crisc001,coghc001,reddj001,valed001,vogts001,lowrj001,davik003,alony001,semim001
65,20160409,D,TOR,AL,4,dickr001,pillk001,donaj001,bautj002,encae001,tulot001,carre001,goinr001,barnd001,tholj001,BOS,AL,8,porcr001,bettm001,pedrd001,bogax001,shawt001,ramih003,sandp001,holtb002,castr004,swihb001
66,20160409,N,ARI,NL,2,greiz001,seguj002,owinc001,goldp001,perad001,castw002,tomay001,drurb001,greiz001,ahmen001,CHN,NL,4,hendk001,fowld001,heywj001,zobrb001,rizza001,bryak001,montm001,solej001,russa002,hendk001
67,20160409,N,ATL,NL,2,tehej001,aybae001,markn001,freef001,garca004,piera001,johnk003,stubd001,petej002,tehej001,SLN,NL,12,martc006,carpm002,hazej001,hollm001,mossb001,piscs001,moliy001,wongk001,diaza003,martc006
68,20160409,D,CIN,NL,5,igler001,hamib001,suare001,vottj001,philb001,brucj001,sches001,dejei002,barnt001,igler001,PIT,NL,1,coleg001,jasoj001,mccua001,freed001,marts002,cervf001,polag001,harrj002,mercj002,coleg001
69,20160409,N,COL,NL,3,delaj001,lemad001,stort001,gonzc001,arenn001,reynm001,rabur001,hundn001,barnb002,delaj001,SDN,NL,16,pomed001,jay-j001,uptob001,kempm001,myerw001,solay001,norrd001,ramia003,spanc001,pomed001
70,20160409,N,MIL,NL,4,peraw001,santd002,genns001,braur002,lucrj001,cartc002,nieuk001,hilla001,peraw001,villj001,HOU,AL,6,fistd001,altuj001,sprig001,corrc001,rasmc001,whitt002,gomec002,valbl001,castj006,fistd001
71,20160409,N,NYN,NL,0,colob001,granc001,cabra002,cespy001,dudal001,walkn001,confm001,florw001,darnt001,colob001,PHI,NL,1,velav001,galvf001,hernc005,herro001,franm004,howar001,ruppc001,huntc001,bourp001,velav001
72,20160409,D,SFN,NL,2,bumgm001,spand001,pagaa001,poseb001,pench001,duffm002,beltb001,tomlk001,bumgm001,adrie001,LAN,NL,3,kersc001,herne001,puigy001,turnj001,gonza003,vanss001,thomt002,ellia001,culbc001,kersc001
73,20160410,D,ANA,AL,3,weavj003,escoy001,gentc001,troum001,pujoa001,cronc002,calhk001,simma001,sotog001,giavj001,TEX,AL,1,perem004,deshd002,mazan001,fielp001,belta001,morem001,desmi001,andre001,albeh001,holab001
74,20160410,D,BAL,AL,5,worlv001,rickj001,machm001,davic003,trumm001,wietm001,alvap001,hardj003,schoj001,kim-h001,TBA,AL,3,odorj001,forsl001,morrl001,longe001,dickc002,pears001,millb002,souzs001,kierk001,casac001
75,20160410,D,KCA,AL,4,volqe001,escoa003,mousm001,cainl001,hosme001,morak001,gorda001,peres002,coloc002,orlap001,MIN,AL,3,nolar001,dozib001,rosae001,mauej001,sanom001,parkb002,escoe001,nunee002,murpj001,buxtb001
76,20160410,D,SEA,AL,1,hernf002,aokin001,seagk001,canor001,cruzn002,linda001,smits002,martk001,clevs001,martl004,OAK,AL,2,bassc001,crisc001,coghc001,reddj001,vogts001,lowrj001,davik003,alony001,phegj001,semim001
77,20160410,D,TOR,AL,3,estrm001,pillk001,donaj001,bautj002,encae001,tulot001,saunm001,martr004,goinr001,barnd001,BOS,AL,0,wrigs001,bettm001,pedrd001,bogax001,ortid001,ramih003,shawt001,younc004,swihb001,bradj001
78,20160410,D,ARI,NL,3,mills001,brits001,gossp001,goldp001,perad001,drurb001,lambj001,owinc001,herrc001,mills001,CHN,NL,7,arrij001,zobrb001,heywj001,bryak001,rizza001,solej001,lastt001,montm001,russa002,arrij001
79,20160410,D,ATL,NL,7,perew001,aybae001,markn001,freef001,garca004,olivh001,flowt001,petej002,stubd001,perew001,SLN,NL,12,waina001,carpm002,hazej001,piscs001,mossb001,adamm002,moliy001,wongk001,garcg002,waina001
80,20160410,D,CIN,NL,2,melvt001,cozaz001,suare001,vottj001,philb001,mesod001,brucj001,duvaa001,melvt001,hamib001,PIT,NL,1,lockj001,jasoj001,mccua001,freed001,marts002,polag001,harrj002,mercj002,stewc001,lockj001
81,20160410,D,COL,NL,6,bettc001,blacc001,stort001,gonzc001,arenn001,parrg001,lemad001,paulb001,woltt001,bettc001,SDN,NL,3,shiej002,jay-j001,spanc001,kempm001,myerw001,uptob001,bethc001,ramia003,rosaa001,shiej002
82,20160410,D,MIL,NL,3,nelsj004,santd002,villj001,braur002,cartc002,hilla001,maldm001,rivey001,nelsj004,broxk001,HOU,AL,2,keucd001,altuj001,sprig001,corrc001,rasmc001,whitt002,tuckp001,gonzm002,castj006,keucd001
83,20160410,D,NYN,NL,2,harvm001,granc001,wrigd002,cespy001,dudal001,walkn001,confm001,cabra002,plawk001,harvm001,PHI,NL,5,hellj001,galvf001,hernc005,herro001,franm004,howar001,ruizc001,huntc001,bourp001,hellj001
84,20160410,D,SFN,NL,9,cuetj001,spand001,panij002,poseb001,pench001,beltb001,duffm002,crawb001,cuetj001,pagaa001,LAN,NL,6,kazms001,utlec001,seagc001,turnj001,gonza003,puigy001,pedej001,thomt002,barna001,kazms001
85,20160410,D,WAS,NL,4,rossj002,taylm002,renda001,harpb003,murpd006,wertj001,ramow001,robic001,espid001,rossj002,MIA,NL,2,koeht001,gordd002,ozunm001,yelic001,stanm004,pradm001,bourj002,realj001,hecha001,koeht001
86,20160411,D,BOS,AL,7,pricd001,bettm001,pedrd001,bogax001,ortid001,ramih003,shawt001,holtb002,swihb001,bradj001,BAL,AL,9,gally001,rickj001,machm001,davic003,trumm001,wietm001,hardj003,schoj001,reimn001,josec002
87,20160411,D,DET,AL,4,verlj001,kinsi001,uptoj001,cabrm001,martv001,martj006,castn001,mccaj001,collt002,iglej001,PIT,NL,7,niesj001,jasoj001,mccua001,joycm001,marts002,cervf001,polag001,harrj002,rodrs002,mercj002
88,20160411,N,HOU,AL,8,mchuc001,altuj001,sprig001,corrc001,rasmc001,whitt002,gomec002,tuckp001,valbl001,castj006,KCA,AL,2,younc003,escoa003,mousm001,cainl001,hosme001,morak001,gorda001,peres002,infao001,fuenr001
89,20160411,D,MIN,AL,1,gibsk002,dozib001,mauej001,sanom001,plout001,parkb002,rosae001,escoe001,suzuk001,buxtb001,CHA,AL,4,quinj001,eatoa002,rollj001,abrej003,frazt001,cabrm002,lawrb002,garca003,navad001,jacka001
90,20160411,N,OAK,AL,1,grays001,crisc001,coghc001,reddj001,valed001,vogts001,lowrj001,davik003,alony001,semim001,ANA,AL,4,tropn001,escoy001,navad002,troum001,pujoa001,calhk001,cronc002,simma001,perec003,pennc001
91,20160411,N,SEA,AL,3,iwakh001,aokin001,seagk001,canor001,cruzn002,linda001,smits002,iannc001,martk001,martl004,TEX,AL,7,lewic001,odorr001,mazan001,belta001,fielp001,desmi001,morem001,andre001,rua-r001,nichb001
92,20160411,N,CHN,NL,5,lestj001,fowld001,heywj001,bryak001,rizza001,zobrb001,solej001,russa002,rossd001,lestj001,CIN,NL,3,finnb001,cozaz001,suare001,vottj001,philb001,mesod001,brucj001,duvaa001,finnb001,hamib001
93,20160411,N,NYN,NL,3,matzs001,granc001,wrigd002,cespy001,dudal001,walkn001,confm001,cabra002,darnt001,matzs001,MIA,NL,10,cosaj001,gordd002,ozunm001,yelic001,stanm004,pradm001,johnc003,realj001,hecha001,cosaj001
94,20160411,D,PHI,NL,3,nolaa001,galvf001,hernc005,herro001,franm004,howar001,ruppc001,huntc001,bourp001,nolaa001,SDN,NL,4,casha001,jay-j001,spanc001,kempm001,myerw001,wallb001,norrd001,ramia003,amara001,casha001
95,20160411,D,SLN,NL,10,wachm001,carpm002,hazej001,hollm001,piscs001,gricr001,moliy001,wongk001,diaza003,wachm001,MIL,NL,1,jungt001,santd002,genns001,braur002,lucrj001,cartc002,hilla001,villj001,jungt001,broxk001
96,20160411,N,WAS,NL,6,schem001,taylm002,renda001,harpb003,zimmr001,murpd006,wertj001,ramow001,espid001,schem001,ATL,NL,4,norrb001,smitm007,markn001,freef001,garca004,piera001,olivh001,aybae001,petej002,norrb001
97,20160412,N,BOS,AL,5,buchc001,bettm001,pedrd001,bogax001,ortid001,ramih003,shawt001,holtb002,swihb001,bradj001,BAL,AL,9,wrigm001,rickj001,machm001,davic003,trumm001,wietm001,alvap001,hardj003,schoj001,flahr001
98,20160412,D,DET,AL,8,sanca004,kinsi001,uptoj001,cabrm001,martv001,martj006,castn001,saltj001,gosea001,iglej001,PIT,NL,2,nicaj001,joycm001,mccua001,freed001,marts002,cervf001,polag001,harrj002,morsm001,mercj002
99,20160412,N,HOU,AL,2,fierm001,altuj001,sprig001,corrc001,rasmc001,whitt002,gomec002,gatte001,valbl001,krate001,KCA,AL,3,medlk001,escoa003,mousm001,cainl001,hosme001,morak001,gorda001,peres002,infao001,orlap001
100,20160412,N,OAK,AL,4,gravk001,burnb002,phegj001,reddj001,valed001,butlb003,davik003,lowrj001,canhm001,semim001,ANA,AL,5,santh001,escoy001,navad002,troum001,pujoa001,calhk001,simma001,choij001,sotog001,giavj001
101,20160412,N,SEA,AL,0,milew001,aokin001,sardl001,canor001,cruzn002,seagk001,iannc001,gutif001,lee-d004,martl004,TEX,AL,8,holld003,deshd002,mazan001,fielp001,belta001,desmi001,odorr001,andre001,rua-r001,holab001
102,20160412,N,TBA,AL,5,moorm003,forsl001,morrl001,longe001,dickc002,jennd002,millb002,souzs001,kierk001,congh001,CLE,AL,1,klubc001,davir003,kipnj001,lindf001,napom001,santc002,gomey001,byrdm001,uribj002,ramij003
103,20160412,N,TOR,AL,2,sanca006,pillk001,donaj001,bautj002,encae001,tulot001,colac001,saunm001,martr004,goinr001,NYA,AL,3,tanam001,ellsj001,gardb001,rodra001,teixm001,mccab002,beltc001,headc001,casts001,gregd001
104,20160412,N,COL,NL,2,chatt001,blacc001,stort001,gonzc001,arenn001,parrg001,reynm001,hundn001,chatt001,lemad001,SFN,NL,7,samaj001,spand001,panij002,pench001,beltb001,duffm002,crawb001,pagaa001,browt002,samaj001
105,20160412,D,LAN,NL,2,maedk001,herne001,puigy001,gonza003,turnj001,kendh001,thomt002,seagc001,ellia001,maedk001,ARI,NL,4,corbp001,seguj002,brits001,goldp001,perad001,castw002,lambj001,tomay001,corbp001,ahmen001
106,20160412,N,NYN,NL,1,syndn001,granc001,wrigd002,cespy001,dudal001,walkn001,confm001,cabra002,darnt001,syndn001,MIA,NL,2,fernj003,gordd002,ozunm001,yelic001,stanm004,bourj002,dietd001,hecha001,mathj001,fernj003
107,20160412,N,PHI,NL,3,mortc002,hernc005,herro001,franm004,howar001,ruizc001,galvf001,bourp001,goedt001,mortc002,SDN,NL,0,erlir001,jay-j001,spanc001,kempm001,wallb001,uptob001,norrd001,ramia003,amara001,erlir001
